accession	organism	tax_id	assembly_level	total_seq_len
GCF_028827405.1	Penicillium crustosum	36656	Contig	32953279
GCF_028827525.1	Penicillium daleae	63821	Contig	39657045
GCF_028827545.1	Penicillium diatomitis	2819901	Contig	33965862
GCF_016767815.1	Penicillium digitatum	36651	Complete Genome	26336737
GCF_000769745.1	Penicillium expansum	27334	Contig	32356048
GCF_001561935.1	Penicillium griseofulvum	5078	Contig	29140916
GCF_028827665.1	Penicillium hispanicum	1080232	Contig	27868179
GCF_028827395.1	Penicillium hordei	40994	Contig	33792161
GCF_028827675.1	Penicillium lagena	94218	Contig	27859125
GCF_028827895.1	Penicillium longicatenatum	1561947	Contig	32457776
GCF_028827695.1	Penicillium maclennaniae	1343394	Contig	27935234
GCF_028827735.1	Penicillium macrosclerotiorum	303699	Contig	33645934
GCF_028827825.1	Penicillium malachiteum	1324776	Contig	35880773
GCF_028828005.1	Penicillium manginii	203109	Contig	38623079
GCF_028829835.1	Penicillium mononematosum	268346	Contig	30158902
GCF_028828085.1	Penicillium nucicola	1850975	Contig	31087567
GCF_028828045.1	Penicillium odoratum	1167516	Contig	32405987
GCF_001723175.1	Penicillium oxalicum	69781	Chromosome	30795872
GCF_028828445.1	Penicillium paradoxum	176176	Contig	28923777
GCF_964197705.1	Penicillium psychrofluorescens	3158075	Chromosome	26257727
GCF_028828465.1	Penicillium psychrosexuale	1002107	Contig	27827857
GCF_028828015.1	Penicillium pulvis	1562058	Contig	32647626
GCF_028828495.1	Penicillium riverlandense	1903569	Contig	27919989
GCF_028829455.1	Penicillium robsamsonii	1792511	Contig	29159420
GCF_015533775.1	Penicillium roqueforti	5082	Scaffold	26941230
GCF_028828025.1	Penicillium rubens	1108849	Contig	30336503
GCF_028829775.1	Penicillium samsonianum	1882272	Contig	38201884
GCF_028829755.1	Penicillium solitum	60172	Contig	33256298
GCF_028829465.1	Penicillium soppii	69789	Contig	32085433
GCF_028828155.1	Penicillium subrubescens	1316194	Contig	39968067
GCF_028828555.1	Penicillium taxi	168475	Contig	27925195
GCF_028828195.1	Penicillium verhagenii	1562060	Contig	32288599
GCF_028828655.1	Penicillium verrucosum	60171	Contig	32831822
GCF_028829585.1	Penicillium vulpinum	29845	Contig	31511571
GCF_028829765.1	Penicillium waksmanii	69791	Contig	37575496
GCF_004354835.1	Perca flavescens	8167	Chromosome	877439799
GCF_010015445.1	Perca fluviatilis	8168	Chromosome	951345774
GCF_009829125.3	Periophthalmus magnuspinnatus	409849	Chromosome	752605561
GCF_040183065.1	Periplaneta americana	6978	Chromosome	3231918202
GCF_000006405.1	Perkinsus marinus ATCC 50983	423536	Scaffold	86605074
GCF_023159225.1	Perognathus longimembris pacificus	214514	Chromosome	2212099196
GCF_007827085.1	Peromyscus californicus insignis	564181	Scaffold	2467923528
GCF_949786415.1	Peromyscus eremicus	42410	Chromosome	2916547091
GCF_004664715.2	Peromyscus leucopus	10041	Chromosome	2475164510
GCF_049852395.1	Peromyscus maniculatus bairdii	230844	Chromosome	2587065283
GCF_000516985.1	Pestalotiopsis fici W106-1	1229662	Scaffold	51910726
GCF_028583685.1	Petaurus breviceps papuanus	3040969	Scaffold	3464704272
GCF_048934315.1	Petromyzon marinus	7757	Chromosome	1808332251
GCF_033815535.1	Pezoporus flaviventris	889875	Contig	1263767824
GCF_034315485.1	Pezoporus occidentalis	407982	Contig	1132638028
GCF_028554395.1	Pezoporus wallicus	35540	Contig	1141458063
GCF_016906955.1	Phacochoerus africanus	41426	Chromosome	2435083091
GCF_032191515.1	Phaenicophaeus curvirostris	33595	Chromosome	1315410253
GCF_000392275.1	Phaeoacremonium minimum UCRPA7	1286976	Scaffold	47465449
GCF_000150955.2	Phaeodactylum tricornutum CCAP 1055/1	556484	Chromosome	27450724
GCF_000687285.1	Phaethon lepturus	97097	Scaffold	1152958507
GCF_949628215.1	Phalacrocorax aristotelis	126867	Chromosome	1279116138
GCF_963921805.1	Phalacrocorax carbo	9209	Chromosome	1283623959
GCF_001263595.1	Phalaenopsis equestris	78828	Scaffold	1064051384
GCF_965637545.1	Phallusia mammillata	59560	Chromosome	240331983
GCF_000300595.1	Phanerochaete carnosa HHB-10118-sp	650164	Scaffold	46293325
GCF_003287225.1	Phascolarctos cinereus	38626	Scaffold	3192623321
GCF_000499845.2	Phaseolus vulgaris	3885	Chromosome	537154354
GCF_004143745.1	Phasianus colchicus	9054	Scaffold	1017507340
GCF_030411735.1	Phialemonium atrogriseum	1093897	Scaffold	33593884
GCF_947086385.1	Phlebotomus argentipes	94469	Scaffold	97615085
GCF_024763615.1	Phlebotomus papatasi	29031	Chromosome	351607531
GCF_004348235.1	Phoca vitulina	9720	Scaffold	2363579318
GCF_963924675.1	Phocoena phocoena	9742	Chromosome	2512713112
GCF_008692025.1	Phocoena sinus	42100	Chromosome	2371524154
GCF_943737965.1	Phodopus roborovskii	109678	Contig	2384223288
GCF_009389715.1	Phoenix dactylifera	42345	Chromosome	772315838
GCF_910591455.1	Pholis gunnellus	56726	Chromosome	588680419
GCF_008802855.1	Photinus pyralis	7054	Scaffold	471511253
GCF_949152265.1	Phoxinus phoxinus	58324	Chromosome	950479694
GCF_958298935.1	Phragmites australis	29695	Chromosome	848669966
GCF_024500275.1	Phycodurus eques	693459	Chromosome	666479602
GCF_001638985.1	Phycomyces blakesleeanus NRRL 1555(-)	763407	Scaffold	53939167
GCF_046119375.1	Phyllobates terribilis	111132	Scaffold	10565289555
GCF_024500385.1	Phyllopteryx taeniolatus	161469	Chromosome	652157009
GCF_038381095.1	Phyllosticta capitalensis	121624	Contig	32461131
GCF_038021145.1	Phyllosticta citriasiana	595635	Contig	33767235
GCF_038025025.1	Phyllosticta citribraziliensis	989973	Contig	31354043
GCF_004126475.2	Phyllostomus discolor	89673	Chromosome	2108832841
GCF_019186645.2	Phyllostomus hastatus	9423	Scaffold	2089223459
GCF_024137745.1	Phymastichus coffea	108790	Contig	421229823
GCF_000002425.5	Physcomitrium patens	3218	Chromosome	471971527
GCF_028476545.2	Physella acuta	109671	Contig	702002063
GCF_002837175.3	Physeter macrocephalus	9755	Chromosome	2496209109
GCF_018691715.1	Phytophthora cinnamomi	4785	Scaffold	109702272
GCF_000142945.1	Phytophthora infestans T30-4	403677	Scaffold	228543505
GCF_000247585.1	Phytophthora nicotianae INRA-310	761204	Scaffold	82389172
GCF_020800215.1	Phytophthora ramorum	164328	Scaffold	57451392
GCF_000149755.1	Phytophthora sojae	67593	Scaffold	82597641
GCF_003054445.1	Pichia kudriavzevii	4909	Complete Genome	10812555
GCF_001661235.1	Pichia membranifaciens NRRL Y-2026	763406	Scaffold	11582150
GCF_905147105.1	Pieris brassicae	7116	Chromosome	292325833
GCF_905475465.1	Pieris napi	78633	Chromosome	319186907
GCF_905147795.1	Pieris rapae	64459	Chromosome	256355036
GCF_002776525.5	Piliocolobus tephrosceles	591936	Chromosome	2993041957
GCF_016745375.1	Pimephales promelas	90988	Scaffold	1066412313
GCF_014108245.1	Pipistrellus kuhlii	59472	Scaffold	1775688541
GCF_003945595.2	Pipra filicauda	649802	Scaffold	1081944082
GCF_024613125.1	Pisolithus orientalis	936130	Contig	57997239
GCF_008641045.1	Pistacia vera	55513	Scaffold	671119336
GCF_047495875.1	Pithys albifrons albifrons	3385563	Chromosome	1144301792
GCF_029215685.1	Pituophis catenifer annectens	94852	Scaffold	1682881129
GCF_950023065.1	Planococcus citri	170843	Chromosome	403646906
GCF_900097015.1	Plasmodium adleri (nom. inval.)	880535	Chromosome	22190694
GCF_900002375.2	Plasmodium berghei ANKA	5823	Chromosome	18740246
GCF_023973825.1	Plasmodium brasilianum	5824	Chromosome	31374054
GCF_900002335.3	Plasmodium chabaudi chabaudi	31271	Chromosome	18938342
GCF_001680005.1	Plasmodium coatneyi	208452	Chromosome	27685530
GCF_000321355.1	Plasmodium cynomolgi strain B	1120755	Chromosome	26181343
GCF_000002765.6	Plasmodium falciparum 3D7	36329	Complete Genome	23292622
GCF_000956335.1	Plasmodium fragile	5857	Scaffold	25878926
GCF_001602025.1	Plasmodium gaboni	647221	Chromosome	20356150
GCF_900005855.1	Plasmodium gallinaceum	5849	Scaffold	24997804
GCF_002157705.1	Plasmodium gonderi	77519	Scaffold	32965758
GCF_000524495.1	Plasmodium inui San Antonio 1	1237626	Scaffold	27405027
GCF_000006355.2	Plasmodium knowlesi strain H	5851	Chromosome	24359384
GCF_900090045.1	Plasmodium malariae	5858	Chromosome	33577742
GCF_001601855.1	Plasmodium reichenowi	5854	Chromosome	20477502
GCF_900005765.1	Plasmodium relictum	85471	Chromosome	22571969
GCF_900681995.1	Plasmodium vinckei vinckei	54757	Chromosome	18338688
GCF_000002415.2	Plasmodium vivax	5855	Chromosome	27007701
GCF_900002385.2	Plasmodium yoelii	5861	Complete Genome	23043114
GCF_900000015.1	Plasmopara halstedii	4781	Scaffold	75321785
GCF_949316205.1	Platichthys flesus	8260	Chromosome	597120941
GCF_963455305.1	Plecotus auritus	61862	Chromosome	2163204650
GCF_008729295.1	Plectropomus leopardus	160734	Chromosome	895688574
GCF_022343315.1	Plenodomus lingam	5022	Scaffold	42037832
GCF_031143425.1	Pleurodeles waltl	8319	Chromosome	19767450834
GCF_947347685.1	Pleuronectes platessa	8262	Chromosome	687388084
GCF_014466165.1	Pleurotus ostreatus	5322	Contig	34897228
GCF_027563975.2	Plodia interpunctella	58824	Chromosome	291316876
GCF_932276165.1	Plutella xylostella	51655	Chromosome	323302761
GCF_001477545.1	Pneumocystis carinii B80	1408658	Contig	7661456
GCF_001477535.1	Pneumocystis jirovecii RU7	1408657	Contig	8396240
GCF_000349005.2	Pneumocystis murina B123	1069680	Contig	7501343
GCF_001653235.2	Pochonia chlamydosporia 170	1380566	Chromosome	44215803
GCF_003704095.1	Pocillopora damicornis	46731	Scaffold	234333463
GCF_036669915.1	Pocillopora verrucosa	203993	Chromosome	353416094
GCF_964188305.1	Podarcis bocagei	90520	Chromosome	1615189422
GCF_951804945.1	Podarcis cretensis	1330250	Chromosome	1507609967
GCF_964188315.1	Podarcis muralis	64176	Chromosome	1522624192
GCF_964106645.1	Podarcis pityusensis	74359	Chromosome	1515356318
GCF_027172205.1	Podarcis raffonei	65483	Chromosome	1513131503
GCF_000226545.1	Podospora anserina S mat+	515849	Scaffold	34718894
GCF_035222275.1	Podospora bellae-mahoneyi	2093777	Chromosome	34330348
GCF_035222485.1	Podospora pseudoanserina	2609844	Chromosome	34828952
GCF_035222375.1	Podospora pseudocomata	2093779	Chromosome	34981282
GCF_035222475.1	Podospora pseudopauciseta	2093780	Chromosome	36064112
GCF_030490865.1	Poecile atricapillus	48891	Chromosome	1251116877
GCF_000485575.1	Poecilia formosa	48698	Scaffold	748923461
GCF_001443285.1	Poecilia latipinna	48699	Scaffold	815144743
GCF_001443325.1	Poecilia mexicana	48701	Scaffold	801711499
GCF_904066995.2	Poecilia reticulata	8081	Chromosome	744968266
GCF_027474105.1	Poeciliopsis prolifica	188132	Scaffold	674152735
GCF_051106095.1	Pogona vitticeps	103695	Chromosome	1752814424
GCF_015220805.1	Pogoniulus pusillus	488313	Chromosome	1272338968
GCF_000187915.1	Pogonomyrmex barbatus	144034	Scaffold	235645958
GCF_001313835.1	Polistes canadensis	91411	Scaffold	211202212
GCF_001465965.1	Polistes dominula	743375	Scaffold	208026220
GCF_010416935.1	Polistes fuscatus	30207	Scaffold	219116742
GCF_949987615.1	Pollachius pollachius	185739	Chromosome	606750899
GCF_011947565.3	Pollicipes pollicipes	41117	Scaffold	769714693
GCF_025602895.1	Polychytrium aggregatum	110093	Contig	64917104
GCF_030449975.1	Polyergus mexicanus	615972	Scaffold	252309906
GCF_017654505.1	Polyodon spathula	7913	Chromosome	1542066908
GCF_016835505.1	Polypterus senegalus	55291	Chromosome	3673863536
GCF_003073045.1	Pomacea canaliculata	400727	Chromosome	440143917
GCF_028885655.2	Pongo abelii	9601	Chromosome	3259853530
GCF_028885625.2	Pongo pygmaeus	9600	Chromosome	3220935163
GCF_005239225.2	Populus alba	43335	Chromosome	416395670
GCF_000495115.2	Populus euphratica	75702	Scaffold	494920918
GCF_951802175.1	Populus nigra	3691	Chromosome	413224811
GCF_000002775.5	Populus trichocarpa	3694	Chromosome	392162179
GCF_017918235.1	Porcisia hertigi	2761500	Chromosome	34958538
GCF_958299795.1	Porites lutea	51062	Chromosome	541644883
GCF_019968955.1	Porospora cf. gigantea A	2853593	Scaffold	8812657
GCF_019968985.1	Porospora cf. gigantea B	2853592	Scaffold	9021702
GCF_017591435.1	Portunus trituberculatus	210409	Chromosome	1005046021
GCF_002117355.1	Postia placenta MAD-698-R-SB12	670580	Scaffold	42452888
GCF_000485595.1	Priapulus caudatus	37621	Scaffold	511723334
GCF_900007245.1	Priceomyces carsonii	28549	Scaffold	11764505
GCF_022965805.1	Primulina eburnea	1245227	Chromosome	812379215
GCF_012295235.1	Primulina huaijiensis	1492673	Chromosome	469494361
GCF_025594145.1	Primulina tabacum	48773	Chromosome	800977396
GCF_021018805.1	Prinia subflava	208062	Chromosome	1119947663
GCF_016509475.1	Prionailurus bengalensis	37029	Chromosome	2435702060
GCF_022837055.1	Prionailurus viverrinus	61388	Chromosome	2461545606
GCF_044704955.1	Pristiophorus japonicus	55135	Chromosome	5923050865
GCF_009764475.1	Pristis pectinata	685728	Chromosome	2267840987
GCF_040958095.1	Procambarus clarkii	6728	Chromosome	4028952570
GCF_000956105.1	Propithecus coquereli	379532	Scaffold	2798135037
GCF_024137725.1	Prorops nasuta	863751	Contig	295123319
GCF_029017545.1	Prosopis cineraria	364024	Scaffold	691392202
GCF_001527695.2	Protobothrops mucrosquamatus	103944	Scaffold	1673859098
GCF_002105105.1	Protomyces lactucae-debilis	2754530	Contig	12928838
GCF_963924005.1	Protomyctophum bolini	443714	Chromosome	1148206488
GCF_019279795.1	Protopterus annectens	7888	Chromosome	40054324612
GCF_002207925.1	Prunus avium	42229	Scaffold	272361615
GCF_902201215.1	Prunus dulcis	3755	Chromosome	227599157
GCF_000346735.1	Prunus mume	102107	Chromosome	233872527
GCF_000346465.2	Prunus persica	3760	Chromosome	227411381
GCF_907164565.1	Psammomys obesus	48139	Scaffold	2364980841
GCF_000340215.1	Pseudocercospora fijiensis CIRAD86	383855	Scaffold	74141167
GCF_902827115.2	Pseudochaenichthys georgianus	52239	Chromosome	1026205435
GCF_001641265.1	Pseudogymnoascus destructans	655981	Scaffold	35818201
GCF_001662655.1	Pseudogymnoascus verrucosus	342668	Scaffold	30174856
GCF_029220125.1	Pseudoliparis swirei	2059687	Chromosome	626438928
GCF_002105095.1	Pseudomassariella vexata	1141098	Contig	44711451
GCF_002006095.1	Pseudomyrmex gracilis	219809	Scaffold	282776121
GCF_900518735.1	Pseudonaja textilis	8673	Scaffold	1590035073
GCF_028390025.1	Pseudophryne corroboree	495146	Chromosome	8872758793
GCF_036250125.1	Pseudopipra pipra	415032	Chromosome	1165201947
GCF_000331425.1	Pseudopodoces humilis	181119	Scaffold	1042980823
GCF_024679245.1	Pseudorasbora parva	51549	Chromosome	1228852188
GCF_039906515.1	Pseudorca crassidens	82174	Chromosome	2674592094
GCF_010093815.1	Pseudovirgaria hyperparasitica	470096	Scaffold	35440147
GCF_000417875.1	Pseudozyma flocculosa PF-1	1277687	Scaffold	23305380
GCF_000403515.1	Pseudozyma hubeiensis SY62	1305764	Scaffold	18442938
GCF_017499595.1	Psilocybe cubensis	181762	Chromosome	46389424
GCF_963264785.1	Psittacula echo	232653	Chromosome	1203813063
GCF_000699245.1	Pterocles gutturalis	240206	Scaffold	1069324295
GCF_021234165.1	Pteronotus mesoamericanus	1884717	Scaffold	2074649091
GCF_000325575.1	Pteropus alecto	9402	Scaffold	1985958707
GCF_902729225.1	Pteropus medius	143291	Scaffold	1985219947
GCF_000151845.1	Pteropus vampyrus	132908	Scaffold	2198284804
GCF_051014685.1	Ptiloglossa arizonensis	3350558	Chromosome	998710894
GCF_041260155.1	Ptychodera flava	63121	Chromosome	1161750505
GCF_000149925.1	Puccinia graminis f. sp. tritici CRL 75-36-700-3	418459	Scaffold	88644628
GCF_021901695.1	Puccinia striiformis f. sp. tritici	168172	Chromosome	89491239
GCF_026914185.1	Puccinia triticina	208348	Complete Genome	122823596
GCF_003327715.1	Puma concolor	9696	Scaffold	2432949531
GCF_000264995.1	Punctularia strigosozonata HHB-11173 SS5	741275	Scaffold	34171901
GCF_000239375.1	Pundamilia nyererei	303518	Scaffold	830133247
GCF_949316345.1	Pungitius pungitius	134920	Chromosome	480434100
GCF_007655135.1	Punica granatum	22663	Chromosome	320335647
GCF_018831695.1	Puntigrus tetrazona	1606681	Chromosome	730801986
GCF_023168085.1	Purpureocillium lilacinum	33203	Contig	38571925
GCF_022605165.1	Purpureocillium takamizusanense	2060973	Complete Genome	35574015
GCF_015220715.1	Pygocentrus nattereri	42514	Chromosome	1222050449
GCF_000699105.1	Pygoscelis adeliae	9238	Scaffold	1216600033
GCF_003171515.1	Pyrenophora tritici-repentis	45151	Chromosome	40738834
GCF_017590135.1	Pyrgilauda ruficollis	221976	Scaffold	1045967452
GCF_004355905.1	Pyricularia grisea	148305	Chromosome	44557582
GCF_000002495.2	Pyricularia oryzae 70-15	242507	Chromosome	40979121
GCF_004337985.1	Pyricularia pennisetigena	1578925	Chromosome	49117040
GCF_963583255.1	Pyrus communis	23211	Chromosome	487337232
GCF_019419815.1	Pyrus x bretschneideri	225117	Contig	509113298
GCF_000186305.1	Python bivittatus	176946	Scaffold	1435034535
GCF_032062135.1	Pyxicephalus adspersus	30357	Chromosome	1440301248
GCF_001633185.2	Quercus lobata	97700	Chromosome	845947251
GCF_932294415.1	Quercus robur	38942	Chromosome	789187406
GCF_002906115.3	Quercus suber	58331	Scaffold	759831951
GCF_025331425.1	Radiomyces spectabilis	64574	Contig	30409402
GCF_963514005.1	Raja brachyura	223862	Chromosome	2700450552
GCF_900074925.1	Ramularia collo-cygni	112498	Scaffold	32254922
GCF_905171775.1	Rana temporaria	8407	Chromosome	4111422596
GCF_032444005.1	Ranitomeya imitator	111125	Chromosome	5956610564
GCF_051348905.1	Ranitomeya variabilis	490064	Chromosome	5645589471
GCF_000801105.2	Raphanus sativus	3726	Chromosome	433430583
GCF_041956645.1	Rasamsonia byssochlamydoides	89139	Scaffold	29320293
GCF_000968595.1	Rasamsonia emersonii CBS 393.64	1408163	Contig	28248805
GCF_036323735.1	Rattus norvegicus	10116	Chromosome	2849581192
GCF_011064425.1	Rattus rattus	10117	Chromosome	2382770976
GCF_035927965.1	Recurvomyces mirabilis	574656	Scaffold	27128294
GCF_042764415.1	Remersonia thermophila	72144	Complete Genome	27414229
GCF_013731165.1	Rhagoletis pomonella	28610	Scaffold	1223288327
GCF_001687245.2	Rhagoletis zephyria	28612	Scaffold	1109796908
GCF_963969265.1	Rhamphochromis sp. 'chilingali'	454631	Chromosome	921167628
GCF_028389875.1	Rhea pennata	8795	Chromosome	1269000025
GCF_901001135.2	Rhinatrema bivittatum	194408	Chromosome	5319222779
GCF_021869965.1	Rhincodon typus	259920	Chromosome	2881325413
GCF_030035675.1	Rhineura floridana	261503	Chromosome	2307419594
GCF_029890125.1	Rhinichthys klamathensis goyatoka	3034132	Contig	1065491053
GCF_000835555.1	Rhinocladiella mackenziei CBS 650.93	1442369	Scaffold	32474431
GCF_050947455.1	Rhinoderma darwinii	43563	Chromosome	3657511227
GCF_004115265.2	Rhinolophus ferrumequinum	59479	Chromosome	2075768562
GCF_964194185.1	Rhinolophus hipposideros	77218	Chromosome	2171311786
GCF_036562045.2	Rhinolophus sinicus	89399	Chromosome	2036377185
GCF_001698545.2	Rhinopithecus bieti	61621	Scaffold	2975774845
GCF_007565055.1	Rhinopithecus roxellana	61622	Chromosome	3038460517
GCF_053455715.1	Rhinoraja longicauda	667116	Chromosome	2198843048
GCF_043290135.1	Rhipicephalus microplus	6941	Chromosome	3265175345
GCF_013339695.2	Rhipicephalus sanguineus	34632	Chromosome	2365502231
GCF_016906535.1	Rhizoctonia solani	456999	Complete Genome	40703773
GCF_041956525.1	Rhizomucor pusillus	4840	Scaffold	25384556
GCF_026210795.1	Rhizophagus irregularis	588596	Chromosome	146773001
GCF_000149305.1	Rhizopus delemar RA 99-880	246409	Scaffold	46087117
GCF_002708625.1	Rhizopus microsporus ATCC 52813	1340429	Scaffold	25972395
GCF_020921035.1	Rhodamnia argentea	178133	Chromosome	346714100
GCF_049639745.1	Rhodnius prolixus	13249	Scaffold	588460904
GCF_030253575.1	Rhododendron vialii	182163	Chromosome	532733691
GCF_022264815.1	Rhodofomes roseus	34475	Contig	38369625
GCF_001329695.1	Rhodotorula graminis WP1	578459	Scaffold	21013998
GCF_050403185.1	Rhodotorula pacifica	1495444	Contig	20374152
GCF_050403205.1	Rhodotorula paludigena	86838	Contig	20813848
GCF_000320785.1	Rhodotorula toruloides NP11	1130832	Scaffold	20223942
GCF_003676215.2	Rhopalosiphum maidis	43146	Chromosome	326023155
GCF_020882245.1	Rhopalosiphum padi	40932	Chromosome	338184925
GCF_013076305.1	Rhopilema esculentum	499914	Scaffold	256689583
GCF_030347505.1	Rhynchophorus ferrugineus	354439	Scaffold	777687773
GCF_019578655.1	Ricinus communis	3988	Chromosome	315619833
GCF_028500815.1	Rissa tridactyla	75485	Chromosome	1353621101
GCF_002994745.2	Rosa chinensis	74649	Chromosome	515118979
GCF_958449725.1	Rosa rugosa	74645	Chromosome	417128682
GCF_014176215.1	Rousettus aegyptiacus	9407	Scaffold	1893602072
GCF_026571515.1	Ruditapes philippinarum	129788	Contig	1408116862
GCF_046630445.1	Rutidosis leptorrhynchoides	125765	Chromosome	5642349851
GCF_943734655.1	Sabethes cyaneus	53552	Chromosome	676043992
GCF_000146045.2	Saccharomyces cerevisiae S288C	559292	Complete Genome	12071326
GCF_001298625.1	Saccharomyces eubayanus	1080349	Chromosome	11670174
GCF_947243775.1	Saccharomyces kudriavzevii IFO 1802	226230	Complete Genome	11913776
GCF_947241705.1	Saccharomyces mikatae IFO 1815	226126	Complete Genome	12104871
GCF_002079055.1	Saccharomyces paradoxus	27291	Chromosome	12021328
GCF_020623625.1	Saccharomycodes ludwigii	36035	Chromosome	12500424
GCF_037102585.1	Saccharomycopsis crataegensis	43959	Scaffold	17100033
GCF_000003605.3	Saccoglossus kowalevskii	10224	Scaffold	775049609
GCF_036850765.1	Saccopteryx bilineata	59482	Chromosome	2612309609
GCF_036850995.1	Saccopteryx leptura	249018	Chromosome	2576497192
GCF_032062105.1	Saccostrea cuccullata	36930	Contig	1170583295
GCF_033153115.1	Saccostrea echinata	191078	Contig	923089651
GCF_003676395.1	Sagmatias obliquidens	3371155	Scaffold	2334450779
GCF_048565385.1	Saimiri boliviensis	27679	Chromosome	2747459968
GCF_001661265.1	Saitoella complicata NRRL Y-17804	698492	Scaffold	14136186
GCF_902148845.1	Salarias fasciatus	181472	Chromosome	797490645
GCF_030463535.1	Salminus brasiliensis	930266	Chromosome	1066483687
GCF_905237065.1	Salmo salar	8030	Chromosome	2756584103
GCF_901001165.2	Salmo trutta	8032	Chromosome	2371863509
GCF_000188695.1	Salpingoeca rosetta	946362	Scaffold	55440309
GCF_045679555.1	Salvelinus alpinus	8036	Chromosome	2367887750
GCF_029448725.1	Salvelinus fontinalis	8038	Chromosome	2496185110
GCF_016432855.1	Salvelinus namaycush	8040	Chromosome	2345496725
GCF_002910315.2	Salvelinus sp. IW2-2015	2691554	Chromosome	2169536488
GCF_023119035.1	Salvia hispanica	49212	Chromosome	321318253
GCF_028751815.1	Salvia miltiorrhiza	226208	Chromosome	530963680
GCF_004379255.2	Salvia splendens	180675	Chromosome	805931446
GCF_008315115.2	Sander lucioperca	283035	Chromosome	901221791
GCF_031162955.1	Sander vitreus	283036	Chromosome	791702833
GCF_009761245.1	Sapajus apella	9515	Scaffold	2729201088
GCF_000281045.1	Saprolegnia diclina VS20	1156394	Scaffold	62885792
GCF_000151545.1	Saprolegnia parasitica CBS 223.65	695850	Scaffold	53093248
GCF_902635505.1	Sarcophilus harrisii	9305	Chromosome	3086657325
GCF_963854185.1	Sardina pilchardus	27697	Chromosome	869396467
GCF_035928015.1	Saxophila tyrrhenica	1690608	Scaffold	25918878
GCF_003285725.1	Scaptodrosophila lebanonensis	7225	Contig	247077949
GCF_964197995.1	Scardinius erythrophthalmus	58319	Chromosome	1229649543
GCF_020382885.2	Scatophagus argus	75038	Chromosome	570785501
GCF_000732125.1	Scedosporium apiospermum	563466	Scaffold	43437139
GCF_019175285.1	Sceloporus undulatus	8520	Chromosome	1905484175
GCF_036850825.1	Scheffersomyces amazonensis	1078765	Contig	14209774
GCF_036884675.1	Scheffersomyces coipomensis	1788519	Contig	14757374
GCF_019049425.1	Scheffersomyces spartinae	45513	Contig	12132557
GCF_000209165.1	Scheffersomyces stipitis CBS 6054	322104	Chromosome	15441179
GCF_036884685.1	Scheffersomyces xylosifermentans	1304137	Contig	17250428
GCF_021461395.2	Schistocerca americana	7009	Chromosome	8990354198
GCF_023864275.1	Schistocerca cancellata	274614	Chromosome	8536877781
GCF_023897955.1	Schistocerca gregaria	7010	Chromosome	8742418402
GCF_023898315.1	Schistocerca nitens	7011	Chromosome	8822555691
GCF_021461385.2	Schistocerca piceifrons	274613	Chromosome	8742443784
GCF_023864345.2	Schistocerca serialis cubense	2023355	Chromosome	9082806520
GCF_000699445.3	Schistosoma haematobium	6185	Chromosome	400271889
GCF_000237925.1	Schistosoma mansoni	6183	Chromosome	364518427
GCF_000143185.2	Schizophyllum commune H4-8	578458	Scaffold	38670379
GCF_000004155.1	Schizosaccharomyces cryophilus OY26	653667	Scaffold	11554764
GCF_000149845.2	Schizosaccharomyces japonicus yFS275	402676	Scaffold	11733154
GCF_000150505.1	Schizosaccharomyces octosporus yFS286	483514	Scaffold	11634473
GCF_027921745.1	Schizosaccharomyces osmophilus	2545709	Complete Genome	11416521
GCF_000002945.2	Schizosaccharomyces pombe	4896	Chromosome	12571820
GCF_902686445.1	Sciurus carolinensis	30640	Chromosome	2815397268
GCF_902686455.1	Sciurus vulgaris	55149	Chromosome	2878591032
GCF_900964775.1	Scleropages formosus	113540	Chromosome	784546363
GCF_000146945.2	Sclerotinia sclerotiorum 1980 UF-70	665079	Scaffold	38330312
GCF_027409825.1	Scomber japonicus	13676	Chromosome	828681152
GCF_963691925.1	Scomber scombrus	13677	Chromosome	764141294
GCF_022379125.1	Scophthalmus maximus	52904	Chromosome	538217135
GCF_902713615.2	Scyliorhinus canicula	7830	Chromosome	4220389930
GCF_047496885.1	Scyliorhinus torazame	75743	Chromosome	6451259511
GCF_035594125.1	Scylla paramamosain	85552	Chromosome	1210760420
GCF_043250625.1	Sebastes fasciatus	394691	Chromosome	833835073
GCF_015220745.1	Sebastes umbrosus	72105	Chromosome	800904020
GCF_000143415.4	Selaginella moellendorffii	88036	Scaffold	212315224
GCF_022749685.1	Semicossyphus pulcher	241346	Scaffold	794106426
GCF_022539315.1	Serinus canaria	9135	Chromosome	1050336073
GCF_021018895.1	Seriola aureovittata	2871759	Chromosome	647095223
GCF_002260705.1	Seriola dumerili	41447	Scaffold	677669644
GCF_002814215.2	Seriola lalandi dorsalis	1841481	Scaffold	731680489
GCF_000218685.1	Serpula lacrymans var. lacrymans S7.9	578457	Scaffold	42797233
GCF_000512975.1	Sesamum indicum	4182	Chromosome	274906174
GCF_000263155.2	Setaria italica	4555	Chromosome	405732883
GCF_005286985.2	Setaria viridis	4556	Chromosome	397277387
GCF_048544455.1	Silene latifolia	37657	Chromosome	2716323241
GCF_014805685.1	Silurus meridionalis	175797	Chromosome	742579920
GCF_900408965.1	Simochromis diagramma	43689	Scaffold	848827444
GCF_020085105.1	Siniperca chuatsi	119488	Chromosome	718804017
